examine,id,members,lowalch,limit,value,highalch,icon,name,high,highTime,low,lowTime
Looks good... smells strong.,2064,True,12.0,2000.0,30.0,18.0,Blurberry special.png,Blurberry special,3927.0,1789654393.0,2000.0,1789628538.0
One has been poured out for (sailing with) the boys.,31989,True,200.0,100.0,500.0,300.0,Boat bottle (empty).png,Boat bottle (empty),20477.0,1789654417.0,20005.0,1789652374.0
'Bob says: A bank pin will keep your items secure.',10322,True,1.0,4.0,3.0,1.0,Bob's black shirt.png,Bob's black shirt,35000.0,1789646679.0,20000.0,1789651321.0
'Bob says: Always check the second trade screen.',10318,True,1.0,4.0,3.0,1.0,Bob's blue shirt.png,Bob's blue shirt,23993.0,1789649767.0,9466.0,1789650248.0
'Bob says: Never trade in the wilderness!',10320,True,1.0,4.0,3.0,1.0,Bob's green shirt.png,Bob's green shirt,15000.0,1789654246.0,7970.0,1789652611.0
'Bob says: Keep your computer keylogger free and virus scanned.',10324,True,1.0,4.0,3.0,1.0,Bob's purple shirt.png,Bob's purple shirt,17279.0,1789635772.0,8524.0,1789651038.0
'Bob says: Never give your password out to anyone.',10316,True,1.0,4.0,3.0,1.0,Bob's red shirt.png,Bob's red shirt,7569.0,1789646618.0,15000.0,1789652968.0
Used for curse spells.,559,False,1.0,18000.0,3.0,1.0,Body rune.png,Body rune,6.0,1789654201.0,5.0,1789654193.0
A mysterious power emanates from the talisman...,1446,False,1.0,11000.0,4.0,2.0,Body talisman.png,Body talisman,1482.0,1789654130.0,1482.0,1789654334.0
A tiara infused with the properties of the body.,5533,False,40.0,40.0,100.0,60.0,Body tiara.png,Body tiara,19.0,1789652342.0,15.0,1789653361.0
A mould for creating silver crossbow bolts.,9434,True,10.0,40.0,25.0,15.0,Bolt mould.png,Bolt mould,25.0,1789643098.0,25.0,1789612778.0
A bolt of canvas.,31475,True,40.0,13000.0,100.0,60.0,Bolt of canvas.png,Bolt of canvas,1874.0,1789654351.0,1874.0,1789654326.0
A bolt of ordinary cloth.,8790,True,200.0,13000.0,500.0,300.0,Bolt of cloth.png,Bolt of cloth,385.0,1789654182.0,377.0,1789654245.0
A bolt of cotton.,31478,True,160.0,13000.0,400.0,240.0,Bolt of cotton.png,Bolt of cotton,3000.0,1789654357.0,2881.0,1789647040.0
A bolt of linen.,31472,True,8.0,13000.0,20.0,12.0,Bolt of linen.png,Bolt of linen,910.0,1789653989.0,866.0,1789654025.0
Must need a special type of crossbow to use this.,4740,True,20.0,11000.0,50.0,30.0,Bolt rack 5.png,Bolt rack,78.0,1789654168.0,71.0,1789654102.0
Good if you have a bone crossbow!,8882,True,1.0,11000.0,3.0,1.0,Bone bolts 5.png,Bone bolts,8.0,1789654364.0,8.0,1789654348.0
Basic but brutal!,5018,True,240.0,4.0,600.0,360.0,Bone club.png,Bone club,1121.0,1789621527.0,1526.0,1789630129.0
A powerful dagger.,8872,True,800.0,70.0,2000.0,1200.0,Bone dagger.png,Bone dagger,4400.0,1789651813.0,3296.0,1789651701.0
A powerful dagger.,8874,True,800.0,70.0,2000.0,1200.0,Bone dagger (p).png,Bone dagger (p),4434.0,1789597034.0,5387.0,1788358801.0
A powerful dagger.,8876,True,800.0,70.0,2000.0,1200.0,Bone dagger (p+).png,Bone dagger (p+),1.0,1789368096.0,100.0,1788590731.0
A powerful dagger.,8878,True,800.0,70.0,2000.0,1200.0,Bone dagger (p++).png,Bone dagger (p++),8291.0,1789651443.0,6250.0,1789629353.0
Ground down bone fragments.,25139,False,1.0,500.0,1.0,1.0,Bone fragments 5.png,Bone fragments,633.0,1789654370.0,630.0,1789650928.0
Basic but brutal!,5016,True,240.0,4.0,600.0,360.0,Bone spear.png,Bone spear,1167.0,1789653706.0,530.0,1789652193.0
Bones are for burying!,526,False,1.0,3000.0,1.0,1.0,Bones.png,Bones,38.0,1789654430.0,36.0,1789654288.0
A tablet containing a magic spell.,8014,True,1.0,10000.0,1.0,1.0,Bones to bananas (tablet).png,Bones to bananas (tablet),586.0,1789646147.0,344.0,1789652053.0
A tablet containing a magic spell.,8015,True,1.0,10000.0,1.0,1.0,Bones to peaches (tablet).png,Bones to peaches (tablet),850.0,1789654056.0,809.0,1789653208.0
A set containing the four pages of Guthix's Book of Balance.,13153,True,2800.0,5.0,7000.0,4200.0,Book of Balance page set.png,Book of Balance page set,13792.0,1789652079.0,13792.0,1789617217.0
A set containing the four pages of the Ancient Book of Darkness.,13159,True,3000.0,5.0,7500.0,4500.0,Book of Darkness page set.png,Book of Darkness page set,24000.0,1789651712.0,17000.0,1789625306.0
A set containing the four pages of Armadyl's Book of Law.,13157,True,3000.0,5.0,7500.0,4500.0,Book of Law page set.png,Book of Law page set,24224.0,1789653739.0,20000.0,1789625298.0
A set containing the four pages of Bandos' Book of War.,13155,True,3000.0,5.0,7500.0,4500.0,Book of War page set.png,Book of War page set,11418.0,1789653759.0,11418.0,1789653015.0
How does it all fit in there?,8510,True,4.0,500.0,10.0,6.0,Bookcase (flatpack).png,Bookcase (flatpack),4.0,1789556215.0,1.0,1788438455.0
A pair of heat resistant boots charged with the claw of the ferocious Drake.,22951,True,8000.0,70.0,20000.0,12000.0,Boots of Brimstone.png,Boots of Brimstone,238767.0,1789654409.0,230364.0,1789654134.0
A dark power is woven into these boots.,20140,True,4000.0,70.0,10000.0,6000.0,Boots of darkness.png,Boots of darkness,5675.0,1789639306.0,4205.0,1789652897.0
A pair of heat resistant boots with rocky soles.,23037,True,80.0,125.0,200.0,120.0,Boots of stone.png,Boots of stone,1500.0,1789654190.0,500.0,1789653287.0
Mmm botanical pie.,19662,True,12.0,10000.0,30.0,18.0,Botanical pie.png,Botanical pie,692.0,1789654330.0,689.0,1789653762.0
A very good vintage.,7919,True,200.0,10000.0,500.0,300.0,Bottle of wine.png,Bottle of wine,1000.0,1789646808.0,1000.0,1789651262.0
Several dragonfruit were squeezed into this vial and it has been powered by the fires of Mount Karuulm.,23002,True,200.0,50.0,500.0,300.0,Bottled dragonbreath.png,Bottled dragonbreath,12450.0,1789654254.0,9166.0,1789627881.0
Several dragonfruit were squeezed into this vial.,22999,True,200.0,50.0,500.0,300.0,Bottled dragonbreath (unpowered).png,Bottled dragonbreath (unpowered),12000.0,1789642685.0,10007.0,1789616380.0
A violently shaking container containing the furious power of the sea.,31949,True,3200.0,15.0,8000.0,4800.0,Bottled storm.png,Bottled storm,2100000.0,1789654127.0,2082000.0,1789654179.0
It's a bucket that can hold a lot of compost at once.,22994,True,18000.0,5.0,45000.0,27000.0,Bottomless compost bucket.png,Bottomless compost bucket,499524.0,1789652772.0,485044.0,1789654047.0
A crate full of supplies.,30619,True,,100.0,10000.0,,Bounty supply crate (anglerfish).png,Bounty supply crate (anglerfish),5092.0,1789653536.0,4381.0,1789654046.0
A crate full of supplies.,30616,True,,100.0,10000.0,,Bounty supply crate (manta ray).png,Bounty supply crate (manta ray),4999.0,1789652176.0,4011.0,1789646827.0
A magical elven bow.,25862,True,2000000.0,,5000000.0,3000000.0,Bow of Faerdhinen (inactive).png,Bow of Faerdhinen (inactive),108425000.0,1789653915.0,106650000.0,1789654054.0
I need a bow stave to attach this to.,1777,True,4.0,13000.0,10.0,6.0,Bow string.png,Bow string,259.0,1789653255.0,255.0,1789654388.0
Useful for mixing things.,1923,False,1.0,13000.0,4.0,2.0,Bowl.png,Bowl,16.0,1789653581.0,3.0,1789654299.0
It's a bowl of hot water.,4456,True,4.0,13000.0,10.0,6.0,Bowl of hot water.png,Bowl of hot water,224.0,1789654370.0,188.0,1789613716.0
It's a bowl of water.,1921,False,1.0,13000.0,4.0,2.0,Bowl of water.png,Bowl of water,40.0,1789654208.0,40.0,1789654301.0
The bowl wig.,20110,True,1.0,4.0,1.0,1.0,Bowl wig.png,Bowl wig,30000.0,1789648260.0,25618.0,1789648267.0
"If a creature goes inside, the box should then slam shut.",10008,True,12.0,250.0,32.0,19.0,Box trap.png,Box trap,50.0,1789654408.0,49.0,1789652230.0
Used to make gold bracelets.,11065,True,2.0,40.0,5.0,3.0,Bracelet mould.png,Bracelet mould,400.0,1789654152.0,100.0,1789614935.0
Now I can become a potter.,11074,True,506.0,10000.0,1265.0,759.0,Bracelet of clay.png,Bracelet of clay,607.0,1789645970.0,594.0,1789651014.0
The bracelet is dull and powerless.,21817,True,28800.0,10000.0,72000.0,43200.0,Bracelet of ethereum.png,Bracelet of ethereum (uncharged),43645.0,1789654337.0,42787.0,1789654424.0
Occasionally prevents slayer kill count being decremented.,21183,True,1000.0,15000.0,2500.0,1500.0,Bracelet of slaughter.png,Bracelet of slaughter,2191.0,1789654322.0,2100.0,1789654162.0
A strong spirit best served in a large glass.,2021,True,2.0,13000.0,5.0,3.0,Brandy.png,Brandy,327.0,1789623978.0,260.0,1789634963.0
Opens a door that leads into a dungeon.,983,False,1.0,15.0,1.0,1.0,Brass key.png,Brass key,418.0,1789654283.0,418.0,1789653215.0
I'd prefer a gold one.,1009,False,12.0,150.0,30.0,18.0,Brass necklace.png,Brass necklace,101.0,1789647808.0,72.0,1789653697.0
Nice crispy bread.,2309,False,4.0,6000.0,12.0,7.0,Bread.png,Bread,85.0,1789654340.0,84.0,1789654299.0
Some uncooked dough.,2307,False,1.0,13000.0,4.0,2.0,Bread dough.png,Bread dough,114.0,1789654158.0,95.0,1789653499.0
For your first day in the big city.,12335,True,266.0,4.0,666.0,399.0,Briefcase.png,Briefcase,489915.0,1789652944.0,450069.0,1789653606.0
A well balanced ring that aids in piercing magic defence.,22975,True,4000.0,8.0,10000.0,6000.0,Brimstone ring.png,Brimstone ring,1870017.0,1789654348.0,1818388.0,1789653348.0
A salty sword.,11037,True,10400.0,8.0,26000.0,15600.0,Brine sabre.png,Brine sabre,466190.0,1789652747.0,460027.0,1789653885.0
Arrowheads with broad tips.,11874,True,22.0,7000.0,55.0,33.0,Broad arrowheads 5.png,Broad arrowheads,48.0,1789654096.0,1.0,1789638022.0
Crossbow bolts with broad tips.,11875,True,22.0,7000.0,55.0,33.0,Broad bolts 5.png,Broad bolts,55.0,1789654198.0,51.0,1789654100.0
A broken antler from a custodian stalker.,31086,True,20.0,,52.0,31.0,Broken antler.png,Broken antler,3625.0,1789647341.0,3565.0,1789653808.0
An orange and bark coloured snail shell helmet.,3335,True,120.0,150.0,300.0,180.0,Broken bark snelm.png,Broken bark snelm,106.0,1789589781.0,106.0,1789651411.0
The item to make into a hasta.,22963,True,24960.0,70.0,62400.0,37440.0,Broken dragon hasta.png,Broken dragon hasta,37301.0,1789524920.0,37301.0,1789653753.0
A broken hook from an exquisite salvaging hook.,31961,True,3200.0,,8000.0,4800.0,Broken dragon hook.png,Broken dragon hook,1352422.0,1789653635.0,1306000.0,1789654258.0
An old rusty axe. It needs repairing before it can be used.,28813,True,64000.0,,160000.0,96000.0,Broken zombie axe.png,Broken zombie axe,1511362.0,1789624099.0,1512000.0,1789650520.0
An old rusty helmet. It needs repairing before it can be used.,30324,True,64000.0,70.0,160000.0,96000.0,Broken zombie helmet.png,Broken zombie helmet,208547.0,1789505437.0,220000.0,1789647248.0
A two handed sword.,1307,False,32.0,125.0,80.0,48.0,Bronze 2h sword.png,Bronze 2h sword,265.0,1789652898.0,250.0,1789650652.0
Arrows with bronze heads.,882,False,1.0,7000.0,1.0,1.0,Bronze arrow 5.png,Bronze arrow,5.0,1789654357.0,4.0,1789654380.0
Venomous-looking arrows.,883,True,1.0,7000.0,1.0,1.0,Bronze arrow(p) 5.png,Bronze arrow(p),56.0,1789484112.0,74.0,1788762368.0
Venomous-looking arrows.,5616,True,1.0,7000.0,1.0,1.0,Bronze arrow(p+) 5.png,Bronze arrow(p+),20.0,1789395407.0,27.0,1789448929.0
Venomous-looking arrows.,5622,True,1.0,7000.0,1.0,1.0,Bronze arrow(p++) 5.png,Bronze arrow(p++),20000.0,1789588365.0,42.0,1789450810.0
I can make some arrows with these.,39,True,1.0,10000.0,1.0,1.0,Bronze arrowtips.png,Bronze arrowtips,20.0,1789654326.0,12.0,1789653858.0
A woodcutter's axe.,1351,False,6.0,40.0,16.0,9.0,Bronze axe.png,Bronze axe,105.0,1789654265.0,102.0,1789654202.0
It's a bar of bronze.,2349,False,3.0,10000.0,8.0,4.0,Bronze bar.png,Bronze bar,61.0,1789654426.0,57.0,1789654180.0
A vicious looking axe.,1375,False,20.0,125.0,52.0,31.0,Bronze battleaxe.png,Bronze battleaxe,69.0,1789539006.0,75.0,1789654318.0
Bronze crossbow bolts.,877,False,1.0,7000.0,0.0,1.0,Bronze bolts 5.png,Bronze bolts,3.0,1789653458.0,2.0,1789653466.0
Some poisoned bronze bolts.,878,True,1.0,11000.0,0.0,1.0,Bronze bolts (p) 5.png,Bronze bolts (p),106.0,1789088168.0,116.0,1789423177.0
Some poisoned bronze bolts.,6061,True,1.0,11000.0,0.0,1.0,Bronze bolts (p+) 5.png,Bronze bolts (p+),327.0,1789615314.0,1.0,1789433947.0
Super poisoned bronze bolts.,6062,True,1.0,11000.0,0.0,1.0,Bronze bolts (p++) 5.png,Bronze bolts (p++),957.0,1789481414.0,101.0,1789137550.0
Unfeathered bronze crossbow bolts.,9375,True,1.0,13000.0,1.0,1.0,Bronze bolts (unf) 5.png,Bronze bolts (unf),18.0,1789651062.0,15.0,1789576078.0
These will protect my feet.,4119,True,9.0,125.0,24.0,14.0,Bronze boots.png,Bronze boots,389.0,1789649839.0,160.0,1789638940.0
Blunt bronze arrow... ouch.,4773,True,2.0,11000.0,5.0,3.0,Bronze brutal 5.png,Bronze brutal,115.0,1789603890.0,52.0,1789625748.0
Ammo suited for a boat's cannon.,31906,True,1.0,11000.0,2.0,1.0,Bronze cannonball.png,Bronze cannonball,8.0,1789654305.0,7.0,1789653958.0
A series of connected metal rings.,1103,False,24.0,125.0,60.0,36.0,Bronze chainbody.png,Bronze chainbody,29.0,1789653971.0,30.0,1789654256.0
Ammo suited for a boat's cannon.,31918,True,1.0,,4.0,2.0,Bronze chainshot cannonball.png,Bronze chainshot cannonball,20.0,1781642578.0,75.0,1787237637.0
A set of fighting claws.,3095,True,6.0,125.0,15.0,9.0,Bronze claws.png,Bronze claws,49500.0,1789004662.0,10000.0,1789649517.0
A bronze crossbow.,9174,True,29.0,125.0,73.0,43.0,Bronze crossbow.png,Bronze crossbow,1198.0,1789653990.0,417.0,1789650258.0
An unstrung bronze crossbow.,9454,True,16.0,10000.0,40.0,24.0,Bronze crossbow (u).png,Bronze crossbow (u),99.0,1789653624.0,97.0,1787164809.0
Short but pointy.,1205,False,4.0,125.0,10.0,6.0,Bronze dagger.png,Bronze dagger,110.0,1789653212.0,110.0,1789653529.0
This dagger is poisoned.,1221,True,4.0,125.0,10.0,6.0,Bronze dagger(p).png,Bronze dagger(p),256.0,1783989822.0,281.0,1787518759.0
This dagger is poisoned.,5670,True,4.0,125.0,10.0,6.0,Bronze dagger(p+).png,Bronze dagger(p+),55.0,1789460196.0,6.0,1777812790.0
This dagger is poisoned.,5688,True,4.0,125.0,10.0,6.0,Bronze dagger(p++).png,Bronze dagger(p++),10356.0,1789471638.0,2.0,1789328787.0
A deadly throwing dart with a bronze tip.,806,True,1.0,7000.0,1.0,1.0,Bronze dart.png,Bronze dart,22.0,1789651689.0,22.0,1789653218.0
A deadly looking dart tip made of bronze - needs feathers for flight.,819,True,1.0,13000.0,1.0,1.0,Bronze dart tip.png,Bronze dart tip,48.0,1789654148.0,37.0,1789649470.0
A deadly poisoned dart with a bronze tip.,812,True,1.0,7000.0,1.0,1.0,Bronze dart(p).png,Bronze dart(p),2995.0,1789172674.0,44.0,1787473234.0
A deadly poisoned dart with a bronze tip.,5628,True,1.0,7000.0,1.0,1.0,Bronze dart(p+).png,Bronze dart(p+),9999.0,1783800851.0,500.0,1786502467.0
A deadly poisoned dart with a bronze tip.,5635,True,1.0,7000.0,1.0,1.0,Bronze dart(p++).png,Bronze dart(p++),4478.0,1789060625.0,100.0,1788908313.0
Do I look scary?,12363,True,4000.0,4.0,10000.0,6000.0,Bronze dragon mask.png,Bronze dragon mask,6404.0,1789602800.0,6420.0,1789653369.0
A woodcutter's axe.,28196,True,6.0,,16.0,9.0,Bronze felling axe.png,Bronze felling axe,1250000.0,1788999161.0,1000000.0,1789019526.0
A full face helmet.,1155,False,17.0,125.0,44.0,26.0,Bronze full helm.png,Bronze full helm,78.0,1789653581.0,77.0,1789654039.0
Bronze full helm with gold trim.,12211,False,19.0,4.0,48.0,28.0,Bronze full helm (g).png,Bronze full helm (g),40566.0,1789609632.0,32000.0,1789653692.0
Bronze full helm with trim.,12221,False,19.0,4.0,48.0,28.0,Bronze full helm (t).png,Bronze full helm (t),6170.0,1789653561.0,6250.0,1789606974.0
"A set containing a full helm, platebody, legs and kiteshield.",12968,False,80.0,8.0,200.0,120.0,Bronze gold-trimmed set (lg).png,Bronze gold-trimmed set (lg),114995.0,1789652161.0,102500.0,1789652169.0
"A set containing a full helm, platebody, skirt and kiteshield.",12970,False,80.0,8.0,200.0,120.0,Bronze gold-trimmed set (sk).png,Bronze gold-trimmed set (sk),139995.0,1789644237.0,101000.0,1789598914.0
A bronze halberd.,3190,True,32.0,125.0,80.0,48.0,Bronze halberd.png,Bronze halberd,648.0,1789414747.0,97612.0,1789522610.0
"A bronze-tipped, one-handed hasta.",11367,True,10.0,125.0,26.0,15.0,Bronze hasta.png,Bronze hasta,40.0,1789648515.0,39.0,1789653097.0
"A poison tipped, one-handed bronze hasta.",11379,True,10.0,125.0,26.0,15.0,Bronze hasta(p).png,Bronze hasta(p),3829.0,1789422857.0,4223.0,1781668990.0
"A poison tipped, one-handed bronze hasta.",11382,True,10.0,125.0,26.0,15.0,Bronze hasta(p+).png,Bronze hasta(p+),5000.0,1788036219.0,211000.0,1781188553.0
"A poison-tipped, one-handed bronze hasta.",11384,True,10.0,125.0,26.0,15.0,Bronze hasta(p++).png,Bronze hasta(p++),4897.0,1789330934.0,2.0,1787850938.0
Ammo suited for a boat's cannon.,31932,True,1.0,,4.0,2.0,Bronze incendiary cannonball.png,Bronze incendiary cannonball,21.0,1789334535.0,20.0,1789332238.0
A bronze tipped javelin.,825,True,1.0,7000.0,4.0,2.0,Bronze javelin.png,Bronze javelin,10.0,1789653569.0,10.0,1789654372.0
Needs a shaft.,19570,True,10.0,10000.0,25.0,15.0,Bronze javelin tips 5.png,Bronze javelin tips,950.0,1789631120.0,39.0,1789543923.0
A bronze tipped javelin.,831,True,1.0,7000.0,4.0,2.0,Bronze javelin(p).png,Bronze javelin(p),1500.0,1787333193.0,2.0,1787245895.0
A bronze tipped javelin.,5642,True,1.0,7000.0,4.0,2.0,Bronze javelin(p+).png,Bronze javelin(p+),12.0,1788133968.0,10000.0,1762985985.0
A bronze tipped javelin.,5648,True,1.0,7000.0,4.0,2.0,Bronze javelin(p++).png,Bronze javelin(p++),8000.0,1784906283.0,6000.0,1781187759.0
Parts for creating a bronze keel for a boat.,31999,True,14.0,100.0,35.0,21.0,Bronze keel parts.png,Bronze keel parts,385.0,1789651996.0,10.0,1789641642.0
A large metal shield.,1189,False,27.0,125.0,68.0,40.0,Bronze kiteshield.png,Bronze kiteshield,136.0,1789637172.0,133.0,1789649713.0
Bronze kiteshield with gold trim.,12213,False,25.0,4.0,64.0,38.0,Bronze kiteshield (g).png,Bronze kiteshield (g),99999.0,1789642298.0,35000.0,1789653667.0
Bronze kiteshield with trim.,12223,False,25.0,4.0,64.0,38.0,Bronze kiteshield (t).png,Bronze kiteshield (t),3827.0,1789647355.0,3826.0,1789652948.0
A finely balanced throwing knife.,864,True,1.0,7000.0,1.0,1.0,Bronze knife.png,Bronze knife,46.0,1789652350.0,40.0,1789651670.0
A finely balanced throwing knife.,870,True,1.0,7000.0,1.0,1.0,Bronze knife(p).png,Bronze knife(p),22500.0,1789396138.0,282.0,1785595752.0
A finely balanced throwing knife.,5654,True,1.0,7000.0,1.0,1.0,Bronze knife(p+).png,Bronze knife(p+),34569.0,1789385362.0,30000.0,1789385384.0
A finely balanced throwing knife.,5661,True,1.0,7000.0,1.0,1.0,Bronze knife(p++).png,Bronze knife(p++),1.0,1789161787.0,1.0,1789163255.0
